[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-09-07-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-11-04-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-12-55-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-14-50-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-18-06-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-20-44-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-21-43-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-23-11-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-26-23-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-28-00-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-30-16-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-33-07-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-34-41-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-36-17-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-38-20-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-44-53-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-46-41-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-47-55-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/16-53-00-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/17-03-29-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/17-13-16-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/17-27-54-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/17-31-10-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/17-33-38-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/17-38-14-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/17-39-27-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/17-40-40-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/17-43-37-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/17-44-52-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/17-45-45-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/17-47-40-1.log
[18-13-46] [THREAD STATUS POLLED]: name = AWT-EventQueue-0 in RUNNABLE state; incrementing watchdog counter
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/17-48-36-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  delete mode 100644 logs/2022-03-23/17-56-08-1.log
[18-13-46] [CONSOLE_OUT]: [STRING]  create mode 100644 logs/2022-03-23/18-13-13-1.log
[18-13-46] [CONSOLE_OUT]: [STRING] remote: This repository moved. Please use the new location:
[18-13-46] [CONSOLE_OUT]: [STRING] remote:   https://github.com/NathanCheshire/Cyder.git
[18-13-46] [CONSOLE_OUT]: [STRING] Branch 'main' set up to track remote branch 'main' from 'origin'.
